date,PW,wnd_dir,wnd_spd
2010-01-05 23:00:00,48.54827258111517,NW,23.7
2010-01-06 00:00:00,37.52911878950369,NW,26.83
2010-01-06 01:00:00,50.22655719717333,NE,4.02
2010-01-06 02:00:00,70.02922569220078,NE,8.04
2010-01-06 03:00:00,89.23003205439062,NE,13.85
2010-01-06 04:00:00,6.934624428632274,NE,17.87
2010-01-06 05:00:00,17.959598615979687,NE,23.68
2010-01-06 06:00:00,55.620645785398324,NE,28.6
2010-01-06 07:00:00,8.10415681505301,NE,33.52
2010-01-06 08:00:00,68.29019969614414,NE,39.33
2010-01-06 09:00:00,2.4804472053689848,NE,44.25
2010-01-06 10:00:00,49.87592222472003,NE,50.06
2010-01-06 11:00:00,10.110790335573636,NE,54.98
2010-01-06 12:00:00,70.83860066790453,NE,59.0
2010-01-06 13:00:00,6.656624744158801,NW,4.02
2010-01-06 14:00:00,24.25455755214819,NW,5.81
2010-01-06 15:00:00,71.14626999843738,cv,0.89
2010-01-06 16:00:00,13.8184030901785,NW,1.79
2010-01-06 17:00:00,28.233745727157828,NW,3.58
2010-01-06 18:00:00,56.898572994897044,NW,5.37
2010-01-06 19:00:00,43.57008008734356,cv,0.89
2010-01-06 20:00:00,21.04830864995581,NW,1.79
2010-01-06 21:00:00,75.76356270618228,NW,3.58
2010-01-06 22:00:00,52.6398009975649,NW,5.37
2010-01-06 23:00:00,32.17112101062022,NW,7.16
2010-01-07 00:00:00,87.37573180070412,NW,8.95
2010-01-07 01:00:00,35.368587503175796,cv,0.45
2010-01-07 02:00:00,18.273824101494785,cv,1.34
2010-01-07 03:00:00,1.8633696465391925,NW,4.02
2010-01-07 04:00:00,35.15735263283323,NW,7.15
2010-01-07 05:00:00,1.87220792697117,NW,10.28
2010-01-07 06:00:00,46.65671626817939,NW,14.3
2010-01-07 07:00:00,73.37920371908379,NE,4.92
2010-01-07 08:00:00,81.84449923484861,NW,4.02
2010-01-07 09:00:00,91.0861993104788,NW,8.94
2010-01-07 10:00:00,5.694017901529625,NW,12.96
2010-01-07 11:00:00,3.6010996403632816,NW,16.09
2010-01-07 12:00:00,70.69566412612981,NW,19.22
2010-01-07 13:00:00,74.38676586202378,NW,21.01
2010-01-07 14:00:00,34.05210825026403,NW,22.8
2010-01-07 15:00:00,12.193765615812126,NW,24.59
2010-01-07 16:00:00,27.79942424439196,NW,26.38
2010-01-07 17:00:00,90.39193317358765,NW,28.17
2010-01-07 18:00:00,18.7597951099321,NE,0.89
2010-01-07 19:00:00,48.132032347497045,NW,1.79
2010-01-07 20:00:00,45.606247814961606,NE,1.79
2010-01-07 21:00:00,96.7558599626457,cv,0.45
2010-01-07 22:00:00,15.152872384866345,cv,1.34
2010-01-07 23:00:00,7.186008781385477,cv,2.23
2010-01-08 00:00:00,23.796821855539264,NW,1.79
2010-01-08 01:00:00,91.22462772255624,NW,3.58
2010-01-08 02:00:00,3.733397849000575,NE,0.89
2010-01-08 03:00:00,25.311854931850675,SE,0.89
2010-01-08 04:00:00,99.58446346649558,cv,0.45
2010-01-08 05:00:00,60.54001346607344,cv,1.34
2010-01-08 06:00:00,49.27045764261281,NW,1.79
2010-01-08 07:00:00,4.766849262344442,NE,0.89
2010-01-08 08:00:00,9.734697528406533,SE,0.89
2010-01-08 09:00:00,53.505383718211824,SE,1.78
2010-01-08 10:00:00,63.665060711554545,NE,0.89
2010-01-08 11:00:00,22.558818105568943,cv,0.89
2010-01-08 12:00:00,38.86977030507911,SE,3.13
2010-01-08 13:00:00,7.107009425095301,SE,4.92
2010-01-08 14:00:00,34.169205382220696,cv,0.89
2010-01-08 15:00:00,13.82882011682218,cv,1.78
2010-01-08 16:00:00,96.67622017948952,cv,2.67
2010-01-08 17:00:00,39.72787612690848,SE,0.89
2010-01-08 18:00:00,78.85574480474362,cv,0.45
2010-01-08 19:00:00,7.7178450415783635,cv,1.34
2010-01-08 20:00:00,48.45212714037746,cv,1.79
2010-01-08 21:00:00,95.812260628809,NW,1.79
2010-01-08 22:00:00,31.103916156940862,NW,4.92
2010-01-08 23:00:00,12.563873355962276,NW,6.71
2010-01-09 00:00:00,80.54941250911365,cv,0.89
2010-01-09 01:00:00,39.701773606593505,NW,3.13
2010-01-09 02:00:00,54.8731983643194,NW,4.92
2010-01-09 03:00:00,79.6196047146605,NW,8.05
2010-01-09 04:00:00,39.73370532976666,NW,9.84
2010-01-09 05:00:00,8.863528694074596,NW,13.86
2010-01-09 06:00:00,44.76993732951535,NW,17.88
2010-01-09 07:00:00,97.25463248292368,NW,21.9
2010-01-09 08:00:00,4.150177240151331,NW,25.92
2010-01-09 09:00:00,12.435449280206456,NE,5.81
2010-01-09 10:00:00,93.48777007106872,NE,11.62
2010-01-09 11:00:00,7.505226256093688,NE,17.43
2010-01-09 12:00:00,75.91587081891358,NE,23.24
2010-01-09 13:00:00,31.58080451420371,NE,28.16
2010-01-09 14:00:00,35.75002341627121,NE,33.08
2010-01-09 15:00:00,82.2698962096747,NE,37.1
2010-01-09 16:00:00,39.8286145726008,NE,38.89
2010-01-09 17:00:00,80.03961937084604,NW,1.79
2010-01-09 18:00:00,40.910705755642574,NE,3.13
2010-01-09 19:00:00,19.78671550433344,NW,3.13
2010-01-09 20:00:00,93.50566961586516,NW,4.92
2010-01-09 21:00:00,40.40946779406853,NE,3.13
2010-01-09 22:00:00,75.5812539073748,cv,0.45
2010-01-09 23:00:00,16.988477083901653,cv,0.9
2010-01-10 00:00:00,8.536812014649719,NW,0.89
2010-01-10 01:00:00,64.19409280071507,NW,1.78
2010-01-10 02:00:00,30.043868353443862,NW,4.91
2010-01-10 03:00:00,10.629311504278649,NW,8.04
2010-01-10 04:00:00,26.152818880697517,NW,9.83
2010-01-10 05:00:00,84.35474647666888,NW,12.96
2010-01-10 06:00:00,77.99674834647169,NW,16.09
2010-01-10 07:00:00,94.51654335622857,NW,19.22
2010-01-10 08:00:00,12.01842214644284,NW,22.35
2010-01-10 09:00:00,44.00295251618808,NW,24.14
2010-01-10 10:00:00,44.00147181478017,NE,4.02
2010-01-10 11:00:00,61.910634985690535,NW,3.13
2010-01-10 12:00:00,10.342618282922801,NW,6.26
2010-01-10 13:00:00,61.66551011201392,NW,9.39
2010-01-10 14:00:00,1.1238577012169015,NW,12.52
2010-01-10 15:00:00,26.202962690559662,NW,14.31
2010-01-10 16:00:00,22.049162372505318,NW,16.1
2010-01-10 17:00:00,60.39599169857493,NW,19.23
2010-01-10 18:00:00,94.67311187465714,NW,23.25
2010-01-10 19:00:00,12.343762133045098,NW,27.27
2010-01-10 20:00:00,80.33015706887113,NW,30.4
2010-01-10 21:00:00,63.185795804118825,NW,35.32
2010-01-10 22:00:00,90.17302121527409,NW,44.26
2010-01-10 23:00:00,60.23884505330721,NW,52.31
2010-01-11 00:00:00,19.146560085368325,NW,60.36
2010-01-11 01:00:00,14.506263752273373,cv,0.89
2010-01-11 02:00:00,65.10580865251282,NW,4.02
2010-01-11 03:00:00,53.711785993875324,NW,8.94
2010-01-11 04:00:00,95.40937842612304,NE,4.02
2010-01-11 05:00:00,33.04639484448534,NW,3.13
2010-01-11 06:00:00,75.46560119032122,NE,4.92
2010-01-11 07:00:00,65.33746872212699,NW,5.81
2010-01-11 08:00:00,21.247505091374464,NW,13.86
2010-01-11 09:00:00,30.424554998184448,NW,21.91
2010-01-11 10:00:00,6.790436543071633,NW,29.06
2010-01-11 11:00:00,57.196683184056894,NW,33.08
2010-01-11 12:00:00,2.5507379254557705,NW,42.02
2010-01-11 13:00:00,86.82185160612399,NW,50.96
2010-01-11 14:00:00,63.75784603459228,NW,59.01
2010-01-11 15:00:00,98.57261471673357,NW,66.16
2010-01-11 16:00:00,36.08604486712,NW,71.97
2010-01-11 17:00:00,27.12956540137628,NW,76.89
2010-01-11 18:00:00,32.308920786407036,NW,81.81
2010-01-11 19:00:00,21.8799326337612,NW,85.83
2010-01-11 20:00:00,13.0597950469882,NW,89.85
2010-01-11 21:00:00,41.45016306646647,NW,91.64
2010-01-11 22:00:00,65.60655012766,NW,93.43
2010-01-11 23:00:00,7.159330464533652,cv,0.89
2010-01-12 00:00:00,52.89735843986186,cv,1.78
2010-01-12 01:00:00,11.952548972548461,NE,1.79
2010-01-12 02:00:00,41.53992089825066,NW,0.89
2010-01-12 03:00:00,87.06283150181513,NE,1.79
2010-01-12 04:00:00,55.78975220875725,NE,3.58
2010-01-12 05:00:00,29.147829145868002,NW,3.13
2010-01-12 06:00:00,41.88481603377089,NW,7.15
2010-01-12 07:00:00,47.06465037677863,NW,12.96
2010-01-12 08:00:00,35.708278044261085,NW,16.98
2010-01-12 09:00:00,27.49896195545836,NW,21.0
2010-01-12 10:00:00,79.16318075128177,NW,26.81
2010-01-12 11:00:00,1.1262544551629452,NW,35.75
2010-01-12 12:00:00,24.014382379843745,NW,47.82
2010-01-12 13:00:00,93.66996467216588,NW,63.02
2010-01-12 14:00:00,88.92657251520947,NW,75.98
2010-01-12 15:00:00,42.0228264653089,NW,88.05
2010-01-12 16:00:00,21.620975102066208,NW,101.01
2010-01-12 17:00:00,18.382830713434394,NW,109.06
2010-01-12 18:00:00,93.59555437061769,NW,118.0
2010-01-12 19:00:00,71.00389594529966,NW,126.05
2010-01-12 20:00:00,58.787597485659745,NW,134.1
2010-01-12 21:00:00,55.20877334251675,NW,142.15
2010-01-12 22:00:00,38.43429579719723,NW,150.2
2010-01-12 23:00:00,58.332587440880175,NW,160.03
2010-01-13 00:00:00,98.6249191975982,NW,169.86
2010-01-13 01:00:00,69.02818772878088,NW,178.8
2010-01-13 02:00:00,38.63817959834924,NW,189.98
2010-01-13 03:00:00,36.076268652494214,NW,198.03
2010-01-13 04:00:00,31.436149218725287,NW,205.18
2010-01-13 05:00:00,45.51881379044647,NW,215.01
2010-01-13 06:00:00,33.7746883330284,NW,226.19
2010-01-13 07:00:00,24.91024852595828,NW,235.13
2010-01-13 08:00:00,19.807492552985295,NW,243.18
2010-01-13 09:00:00,54.87183241908022,NW,252.12
2010-01-13 10:00:00,97.8738023439621,NW,257.93
2010-01-13 11:00:00,81.05884509917288,NW,263.74
2010-01-13 12:00:00,0.98592573260754,NW,270.89
2010-01-13 13:00:00,32.27412663167677,NW,278.94
2010-01-13 14:00:00,14.949210698788107,NW,286.99
2010-01-13 15:00:00,32.468461274885634,NW,294.14
2010-01-13 16:00:00,32.38674424208779,NW,299.06
2010-01-13 17:00:00,68.44860750298737,SE,1.79
2010-01-13 18:00:00,10.102958699571131,cv,0.45
2010-01-13 19:00:00,53.04511855313646,cv,1.34
2010-01-13 20:00:00,10.477254594564,SE,1.79
2010-01-13 21:00:00,28.711372597131124,cv,0.89
2010-01-13 22:00:00,44.86288256762922,cv,1.78
2010-01-13 23:00:00,89.51847557604462,NE,0.89
2010-01-14 00:00:00,50.89996596223774,NE,1.78
2010-01-14 01:00:00,10.8006029965375,NE,2.67
2010-01-14 02:00:00,17.639605687645126,NW,0.89
2010-01-14 03:00:00,22.24941495415865,NW,1.78
2010-01-14 04:00:00,33.06336141937817,NW,3.57
2010-01-14 05:00:00,30.942813075402967,NW,6.7
2010-01-14 06:00:00,33.73401485989317,NW,10.72
2010-01-14 07:00:00,71.7649926383183,NW,13.85
2010-01-14 08:00:00,93.54181036524271,NW,15.64
2010-01-14 09:00:00,16.414688932114142,NW,18.77
2010-01-14 10:00:00,92.10131113553282,NW,22.79
2010-01-14 11:00:00,20.147249471210348,NW,24.58
2010-01-14 12:00:00,61.125068396330526,NW,26.37
2010-01-14 13:00:00,93.14677290756524,NW,28.16
2010-01-14 14:00:00,1.976715089314796,NW,29.95
2010-01-14 15:00:00,19.659755546630965,NW,33.08
2010-01-14 16:00:00,97.42305155534665,cv,0.89
2010-01-14 17:00:00,81.19843392153666,SE,1.79
2010-01-14 18:00:00,4.543405817804047,NW,5.81
2010-01-14 19:00:00,95.5439987880767,NW,11.62
2010-01-14 20:00:00,50.22028348028076,NW,20.56
2010-01-14 21:00:00,38.67491885683321,NW,24.58
2010-01-14 22:00:00,93.52680176059314,NE,3.13
2010-01-14 23:00:00,79.41477433508943,NE,8.05
2010-01-15 00:00:00,36.739061087695596,NE,13.86
2010-01-15 01:00:00,51.614476650251035,NW,5.81
2010-01-15 02:00:00,17.233787239746782,NW,11.62
2010-01-15 03:00:00,29.36793156960482,NW,14.75
2010-01-15 04:00:00,26.984730319130072,NW,19.67
2010-01-15 05:00:00,14.179638229608605,NE,7.15
2010-01-15 06:00:00,83.47027699730086,NE,12.96
2010-01-15 07:00:00,20.88292339826241,NE,18.77
2010-01-15 08:00:00,4.149618839216352,NE,22.79
2010-01-15 09:00:00,7.0965798327029965,NE,28.6
2010-01-15 10:00:00,23.148314451528112,NE,35.75
2010-01-15 11:00:00,83.1468593739008,NE,41.56
2010-01-15 12:00:00,97.90540785142116,NE,45.58
2010-01-15 13:00:00,86.12313650004104,NW,1.79
2010-01-15 14:00:00,92.87558518079972,cv,0.89
2010-01-15 15:00:00,51.238284164677275,cv,1.78
2010-01-15 16:00:00,29.13478233913576,cv,2.23
2010-01-15 17:00:00,59.47106947492304,SE,0.89
2010-01-15 18:00:00,16.396722965354893,cv,0.89
2010-01-15 19:00:00,97.10333087156626,cv,1.78
2010-01-15 20:00:00,98.18673962763893,SE,1.79
2010-01-15 21:00:00,18.75452504658046,SE,3.58
2010-01-15 22:00:00,75.8930798819828,cv,0.89
2010-01-15 23:00:00,95.53692437588852,cv,1.78
2010-01-16 00:00:00,83.41868021724335,cv,2.67
2010-01-16 01:00:00,39.385649018116176,NE,0.89
2010-01-16 02:00:00,36.10177883043789,cv,0.89
2010-01-16 03:00:00,98.12235391293063,NE,0.89
2010-01-16 04:00:00,55.18541897710303,NE,1.78
2010-01-16 05:00:00,50.4603198045465,NW,1.79
2010-01-16 06:00:00,17.00555057689641,NW,2.68
2010-01-16 07:00:00,72.60618273594869,NW,4.47
2010-01-16 08:00:00,80.76831946878177,NW,6.26
2010-01-16 09:00:00,33.195854335659746,NW,8.05
2010-01-16 10:00:00,31.13879686074871,NW,9.84
2010-01-16 11:00:00,84.69073081720407,cv,0.89
2010-01-16 12:00:00,33.71029590126244,NW,1.79
2010-01-16 13:00:00,67.88953253341732,cv,0.89
2010-01-16 14:00:00,19.9016628719888,cv,1.78
2010-01-16 15:00:00,92.43631520431606,cv,2.67
2010-01-16 16:00:00,48.376710797582,cv,3.56
2010-01-16 17:00:00,51.18172377181586,NE,0.89
2010-01-16 18:00:00,58.089079508145275,cv,0.89
2010-01-16 19:00:00,82.03382961589908,cv,1.78
2010-01-16 20:00:00,43.277527502488624,cv,2.23
2010-01-16 21:00:00,32.794318730487944,cv,3.12
2010-01-16 22:00:00,10.270475122271783,NW,0.89
2010-01-16 23:00:00,94.25015342039734,NW,2.68
2010-01-17 00:00:00,37.00738382175531,NW,5.81
2010-01-17 01:00:00,14.831019839062787,cv,0.45
2010-01-17 02:00:00,72.23210855579094,cv,1.34
2010-01-17 03:00:00,14.66054400734138,NW,1.79
2010-01-17 04:00:00,67.9016615875845,NW,3.58
2010-01-17 05:00:00,65.13280372790277,NW,6.71
2010-01-17 06:00:00,34.7127561833801,NW,9.84
2010-01-17 07:00:00,77.56891597549975,NW,11.63
2010-01-17 08:00:00,86.74547977521743,NW,14.76
2010-01-17 09:00:00,66.34486819623456,NW,17.89
2010-01-17 10:00:00,29.270973127152015,cv,0.45
2010-01-17 11:00:00,98.26328147194752,cv,1.34
2010-01-17 12:00:00,63.32307959247203,cv,2.23
2010-01-17 13:00:00,23.530757917335173,cv,3.12
2010-01-17 14:00:00,52.449990946222286,cv,4.01
2010-01-17 15:00:00,85.75646097183963,cv,4.46
2010-01-17 16:00:00,46.07409652180942,SE,0.89
2010-01-17 17:00:00,45.136465811632654,SE,1.78
2010-01-17 18:00:00,6.218269780068197,SE,2.67
2010-01-17 19:00:00,62.24971886135572,NE,0.89
2010-01-17 20:00:00,80.50517911076544,cv,0.45
2010-01-17 21:00:00,49.980875544205844,cv,0.9
2010-01-17 22:00:00,95.20799688527107,cv,1.35
2010-01-17 23:00:00,15.06455796663949,NE,0.89
2010-01-18 00:00:00,82.56449530144634,cv,0.89
2010-01-18 01:00:00,11.234484576455353,NW,3.13
2010-01-18 02:00:00,67.28989134140176,NW,4.92
2010-01-18 03:00:00,42.071911228432754,NW,6.71
2010-01-18 04:00:00,4.328679684425385,NW,7.6
2010-01-18 05:00:00,10.608156021973137,NE,1.79
2010-01-18 06:00:00,11.4354646413651,NW,0.89
2010-01-18 07:00:00,91.00890477481244,NW,4.02
2010-01-18 08:00:00,40.346467111918344,NW,5.81
2010-01-18 09:00:00,97.06036538681398,NW,9.83
2010-01-18 10:00:00,24.545974508785815,NW,11.62
2010-01-18 11:00:00,89.0203365448455,NW,13.41
2010-01-18 12:00:00,80.59531058287665,NW,15.2
2010-01-18 13:00:00,55.28664065903512,NW,16.99
2010-01-18 14:00:00,35.346780969686364,NE,1.79
2010-01-18 15:00:00,78.75999360156591,cv,0.89
2010-01-18 16:00:00,8.756496856118655,SE,0.89
2010-01-18 17:00:00,36.561743658455846,SE,2.68
2010-01-18 18:00:00,12.36610758966985,cv,0.89
2010-01-18 19:00:00,98.17881648846847,SE,0.89
2010-01-18 20:00:00,30.140429272260143,cv,0.89
2010-01-18 21:00:00,14.561990586238592,NW,1.79
2010-01-18 22:00:00,98.04901159223243,NW,3.58
2010-01-18 23:00:00,90.50719295191868,cv,0.89
2010-01-19 00:00:00,74.58956435102311,NW,1.79
2010-01-19 01:00:00,65.46440596864909,NW,4.92
2010-01-19 02:00:00,31.62888991016305,NW,6.71
2010-01-19 03:00:00,52.93267624052717,NW,8.5
2010-01-19 04:00:00,92.95295591437932,NW,10.29
2010-01-19 05:00:00,47.32079210780304,NW,11.18
2010-01-19 06:00:00,23.20423347340672,NW,12.07
2010-01-19 07:00:00,10.757804479243903,NW,13.86
2010-01-19 08:00:00,43.4549082754883,cv,0.89
2010-01-19 09:00:00,82.33409994342422,NW,1.79
2010-01-19 10:00:00,95.11573038318527,cv,0.89
2010-01-19 11:00:00,22.62007327992989,NW,1.79
2010-01-19 12:00:00,97.61344129747862,cv,0.89
2010-01-19 13:00:00,35.90373175417082,cv,1.34
2010-01-19 14:00:00,29.309975881607826,NE,0.89
2010-01-19 15:00:00,36.802840878908256,cv,0.45
2010-01-19 16:00:00,88.93084248485478,cv,1.34
2010-01-19 17:00:00,52.01744146629514,NE,0.89
2010-01-19 18:00:00,54.76895978967765,cv,0.89
2010-01-19 19:00:00,40.795003787818494,NW,1.79
2010-01-19 20:00:00,66.47095566120997,NW,4.92
2010-01-19 21:00:00,23.81099187333057,NW,6.71
2010-01-19 22:00:00,3.2042448996187907,NW,8.5
2010-01-19 23:00:00,34.936481457117125,NW,11.63
2010-01-20 00:00:00,71.79467768584703,NW,14.76
2010-01-20 01:00:00,56.00668305662758,NW,16.55
2010-01-20 02:00:00,8.157967315920056,NW,19.68
2010-01-20 03:00:00,2.7639716251522946,NW,25.49
2010-01-20 04:00:00,23.014849017046963,NW,28.62
2010-01-20 05:00:00,44.66352467068931,NW,31.75
2010-01-20 06:00:00,88.38740614363529,NW,36.67
2010-01-20 07:00:00,15.881639118672009,NW,41.59
2010-01-20 08:00:00,39.6374524846434,NW,48.74
2010-01-20 09:00:00,3.423915812800371,NW,55.89
2010-01-20 10:00:00,57.55811417078394,NW,63.04
2010-01-20 11:00:00,92.38134419171308,NW,71.09
2010-01-20 12:00:00,98.20052145249504,NW,78.24
2010-01-20 13:00:00,27.455234301617715,NE,8.05
2010-01-20 14:00:00,65.24778110164249,NW,7.15
2010-01-20 15:00:00,98.24565088303184,NE,5.81
2010-01-20 16:00:00,66.77905802854916,NW,5.81
2010-01-20 17:00:00,84.12145971112953,NW,12.96
2010-01-20 18:00:00,29.308541341362194,NW,21.01
2010-01-20 19:00:00,47.84663784305746,NW,28.16
2010-01-20 20:00:00,85.99976552753022,NW,37.99
2010-01-20 21:00:00,66.83030074108953,NW,46.93
2010-01-20 22:00:00,70.60838186488331,NW,55.87
2010-01-20 23:00:00,76.97512610669719,NW,65.7
2010-01-21 00:00:00,97.39406756563845,NW,75.53
2010-01-21 01:00:00,47.16075923916135,NW,85.36
2010-01-21 02:00:00,40.01009003985684,NW,95.19
2010-01-21 03:00:00,45.990243746845614,NW,103.24
2010-01-21 04:00:00,99.06982461258079,NW,111.29
2010-01-21 05:00:00,75.24410254877223,NW,118.44
2010-01-21 06:00:00,82.33284436564044,NW,128.27
2010-01-21 07:00:00,40.33535792517108,NW,138.1
2010-01-21 08:00:00,75.92151005708209,NW,147.04
2010-01-21 09:00:00,22.960869034033536,NW,155.98
2010-01-21 10:00:00,76.69714148665028,NW,160.9
2010-01-21 11:00:00,35.5027117792037,NE,3.13
2010-01-21 12:00:00,68.73845424593567,NW,4.02
2010-01-21 13:00:00,1.259048690597231,NE,3.13
2010-01-21 14:00:00,5.258689649836546,SE,1.79
2010-01-21 15:00:00,59.3501901236735,NE,1.79
2010-01-21 16:00:00,34.53019175413894,NW,4.92
2010-01-21 17:00:00,1.077918442380088,NW,10.73
2010-01-21 18:00:00,58.97751266674061,NW,15.65
2010-01-21 19:00:00,21.069463604673945,NW,21.46
2010-01-21 20:00:00,27.962191460201407,NW,25.48
2010-01-21 21:00:00,40.90939723088501,NE,0.89
2010-01-21 22:00:00,13.887461008750376,NW,1.79
2010-01-21 23:00:00,47.911119057785996,NW,3.58
2010-01-22 00:00:00,81.6989114854613,NW,7.6
2010-01-22 01:00:00,57.36103781272873,NW,17.43
2010-01-22 02:00:00,24.951410547892923,NW,27.26
2010-01-22 03:00:00,77.12295169312736,NW,35.31
2010-01-22 04:00:00,69.4209698553969,NW,42.46
2010-01-22 05:00:00,33.608568612331034,NW,48.27
2010-01-22 06:00:00,66.068403935847,NW,54.08
2010-01-22 07:00:00,87.35659363754519,NW,59.0
2010-01-22 08:00:00,49.95388205203498,NW,63.92
2010-01-22 09:00:00,63.159477735406654,NW,67.94
2010-01-22 10:00:00,57.34331074378614,NW,75.09
2010-01-22 11:00:00,47.24573613945451,NW,84.03
2010-01-22 12:00:00,55.662102784506175,NW,95.21
2010-01-22 13:00:00,92.47047088964071,NW,105.04
2010-01-22 14:00:00,44.209703677295664,NW,114.87
2010-01-22 15:00:00,24.817509083051824,NW,124.7
2010-01-22 16:00:00,61.700563188503466,NW,133.64
2010-01-22 17:00:00,93.38526369915026,NW,139.45
